iter	RMSE	R2
443	4.844031612	0.9948324645
444	4.834126423	0.9948535762
445	4.823315799	0.9948765685
446	4.806014504	0.9949132583
447	4.795813894	0.9949348282
448	4.785740178	0.9949560849
449	4.77296641	0.9949829747
450	4.758418171	0.9950135124
451	4.747502433	0.995036364
452	4.731437887	0.9950698989
453	4.715233865	0.9951036099
454	4.701773482	0.9951315251
455	4.689724986	0.9951564444
456	4.683961752	0.9951683417
457	4.674072463	0.9951887224
458	4.660516893	0.9952165889
459	4.647954041	0.9952423424
460	4.632129631	0.995274683
461	4.620235364	0.995298919
462	4.60944291	0.9953208559
463	4.603674589	0.9953325597
464	4.599319484	0.9953413864
465	4.588351805	0.995363578
466	4.57018297	0.9954002237
467	4.565266669	0.9954101147
468	4.558074688	0.9954245648
469	4.546222544	0.9954483284
470	4.530703311	0.9954793511
471	4.519649033	0.9955013836
472	4.511518844	0.9955175538
473	4.498146212	0.9955440873
474	4.483439641	0.9955731767
475	4.472278103	0.9955951904
476	4.467525162	0.9956045479
477	4.451960646	0.9956351214
478	4.446180135	0.9956464489
479	4.438756624	0.9956609745
480	4.427172324	0.995683593
481	4.416432493	0.9957045098
482	4.407970611	0.9957209544
483	4.396667841	0.9957428706
484	4.388522789	0.9957586291
485	4.37592492	0.9957829451
486	4.364484613	0.9958049662
487	4.352665508	0.9958276559
488	4.345070374	0.9958422041
489	4.3394587	0.9958529368
490	4.330518039	0.9958700077
491	4.316890151	0.9958959605
492	4.307836836	0.9959131563
493	4.307360574	0.9959140599
494	4.295356846	0.9959368015
495	4.28295542	0.99596023
496	4.27347836	0.9959780881
497	4.26669224	0.9959908512
498	4.253976841	0.9960147114
499	4.24251149	0.9960361648
500	4.235893127	0.9960485224
501	4.225214764	0.99606842
502	4.219181371	0.9960796402
503	4.205589597	0.9961048578
504	4.191563457	0.996130796
505	4.177514554	0.9961566894
506	4.174324057	0.9961625577
507	4.16073864	0.9961874951
508	4.155871179	0.9961964101
509	4.150824024	0.9962056431
510	4.138591567	0.996227974
511	4.128729515	0.9962459297
512	4.11598678	0.9962690668
513	4.109498251	0.9962808205
514	4.103850484	0.9962910362
515	4.096713222	0.996303926
516	4.088506708	0.996318719
517	4.078335477	0.9963370126
518	4.072892843	0.9963467827
519	4.060650309	0.9963687118
520	4.053697078	0.9963811372
521	4.038202913	0.9964087486
522	4.032867451	0.9964182322
523	4.024531649	0.9964330237
524	4.014132142	0.9964514342
525	4.00530426	0.996467025
526	4.000120086	0.9964761648
527	3.996265428	0.9964829529
528	3.990881006	0.996492424
529	3.980158023	0.9965112475
530	3.969544353	0.9965298292
531	3.96427344	0.9965390387
532	3.951961849	0.9965605023
533	3.941825165	0.9965781241
534	3.935795149	0.9965885854
535	3.930041777	0.9965985517
536	3.921970518	0.9966125087
537	3.916383827	0.9966221526
538	3.907211244	0.9966379566
539	3.90288728	0.9966453937
540	3.899253747	0.996651637
541	3.894703101	0.9966594479
542	3.884545808	0.9966768494
543	3.880114141	0.9966844274
544	3.867848466	0.9967053564
545	3.86121987	0.9967166393
546	3.854025332	0.9967288635
547	3.847906992	0.9967392413
548	3.833983708	0.9967627961
549	3.822932162	0.9967814318
550	3.810839012	0.9968017623
551	3.803364654	0.9968142957
552	3.796155317	0.9968263613
553	3.788456023	0.9968392217
554	3.77955927	0.9968540497
555	3.76981546	0.9968702495
556	3.76415662	0.9968796385
557	3.755200741	0.9968944691
558	3.746380345	0.9969090408
559	3.735589704	0.9969268209
560	3.72778683	0.9969396459
561	3.722405842	0.9969484747
562	3.715802807	0.9969592911
563	3.711043021	0.9969670761
564	3.706925427	0.9969738027
565	3.699933804	0.9969852074
566	3.684614866	0.9970101202
567	3.680475443	0.9970168343
568	3.675130226	0.997025493
569	3.666031777	0.9970402026
570	3.661418787	0.9970476466
571	3.65673237	0.9970551994
572	3.645787121	0.9970728017
573	3.6390166	0.9970836637
574	3.635291963	0.9970896305
575	3.629946033	0.997098184
576	3.620933113	0.9971125761
577	3.617111915	0.9971186672
578	3.614798312	0.9971223519
579	3.610053969	0.9971299007
580	3.602327744	0.9971421727
581	3.598609462	0.9971480693
582	3.591561937	0.9971592288
583	3.583656509	0.9971717207
584	3.576456107	0.9971830747
585	3.573076436	0.997188396
586	3.565348681	0.9972005446
587	3.556759368	0.9972140167
588	3.5538763	0.9972185315
589	3.54543727	0.9972317255
590	3.542509334	0.9972362959
591	3.540553182	0.9972393473
592	3.538278891	0.9972428928
593	3.532347542	0.9972521287
594	3.518324741	0.9972739025
595	3.513679944	0.9972810956
596	3.509851317	0.9972870176
597	3.503286779	0.9972971564
598	3.498865343	0.9973039745
599	3.49375009	0.9973118518
600	3.486779152	0.9973225682
601	3.482452987	0.997329208
602	3.474695395	0.9973410938
603	3.4652496	0.9973555304
604	3.463247794	0.9973585848
605	3.453764746	0.9973730304
606	3.44699271	0.9973833221
607	3.439284848	0.9973950114
608	3.434753594	0.997401871
609	3.430348451	0.997408531
610	3.416169693	0.9974299096
611	3.412649882	0.997435203
612	3.408326651	0.9974416971
613	3.406989195	0.9974437045
614	3.396348859	0.9974596467
615	3.389480979	0.9974699102
616	3.3867118	0.9974740426
617	3.374947839	0.9974915603
618	3.37062209	0.9974979864
619	3.366631291	0.9975039077
620	3.360908066	0.9975123871
621	3.355261051	0.9975207395
622	3.350475359	0.9975278069
623	3.350168527	0.9975282597
624	3.347580917	0.9975320765
625	3.333740377	0.9975524415
626	3.32928833	0.9975589743
627	3.329259836	0.9975590161
628	3.324929022	0.9975653626
629	3.31914462	0.9975738263
630	3.30723947	0.9975911996
631	3.304422114	0.9975953018
632	3.301284833	0.9975998658
633	3.288639029	0.9976182183
634	3.282425717	0.9976272098
635	3.27248135	0.9976415651
636	3.264040144	0.9976537163
637	3.255887126	0.9976654229
638	3.253982529	0.9976681534
639	3.250143764	0.997673652
640	3.239288905	0.9976891652
641	3.232216283	0.9976992451
642	3.22591521	0.9977082068
643	3.215145894	0.997723483
644	3.201062349	0.9977433833
645	3.193761056	0.9977536658
646	3.187148404	0.9977629582
647	3.18148848	0.9977708964
648	3.174909293	0.9977801063
649	3.171219191	0.9977852635
650	3.16645713	0.9977919101
651	3.163234718	0.997796402
652	3.160432694	0.9978003042
653	3.153786357	0.9978095463
654	3.149635135	0.997815309
655	3.144995599	0.9978217405
656	3.138505032	0.9978307221
657	3.134712281	0.9978359619
658	3.132383541	0.997839176
659	3.127353702	0.9978461099
660	3.120052256	0.9978561556
661	3.117180528	0.9978601002
662	3.112272514	0.9978668334
663	3.110004126	0.9978699418
664	3.107206633	0.9978737721
665	3.101467326	0.9978816196
666	3.099830754	0.9978838546
667	3.094591546	0.9978910018
668	3.089289172	0.9978982229
669	3.083731586	0.9979057782
670	3.076671333	0.9979153567
671	3.071043948	0.9979229756
672	3.06491151	0.9979312624
673	3.060892913	0.9979366837
674	3.056638331	0.9979424157
675	3.051545338	0.9979492667
676	3.051513389	0.9979493096
677	3.044659167	0.9979585117
678	3.040240685	0.9979644327
679	3.031016415	0.997976766
680	3.021518296	0.9979894263
681	3.019678725	0.9979918737
682	3.01400884	0.9979994078
683	3.004938311	0.998011431
684	3.00161882	0.9980158221
685	2.996074818	0.9980231449
686	2.992386155	0.9980280095
687	2.988067254	0.9980336978
688	2.98003187	0.9980442589
689	2.976627205	0.9980487252
690	2.972934444	0.9980535637
691	2.96496047	0.9980639911
692	2.958849141	0.9980719638
693	2.954680551	0.9980773926
694	2.950190152	0.998083232
695	2.946033231	0.9980886298
696	2.942858109	0.9980927476
697	2.936184381	0.9981013882
698	2.925508183	0.9981151701
699	2.920012671	0.9981222447
700	2.916656771	0.9981265583
701	2.910247905	0.9981347824
702	2.906121481	0.998140068
703	2.899654158	0.998148337
704	2.896933679	0.9981518099
705	2.891755608	0.998158411
706	2.887877955	0.9981633466
707	2.881642493	0.9981712694
708	2.878784312	0.9981748953
709	2.86747137	0.9981892115
710	2.859134202	0.998199726
711	2.855211095	0.998204663
712	2.851245279	0.9982096469
713	2.844280444	0.9982183829
714	2.841586417	0.9982217563
715	2.839197216	0.9982247454
716	2.830957434	0.9982350345
717	2.826291828	0.9982408473
718	2.817633547	0.998251609
719	2.81185599	0.9982587718
720	2.803508704	0.9982690945
721	2.799943669	0.9982734939
722	2.796524807	0.9982777076
723	2.785033609	0.9982918327
724	2.781678399	0.9982959459
725	2.771493896	0.9983084011
726	2.765790703	0.9983153559
727	2.762078861	0.9983198747
728	2.75652307	0.9983266268
729	2.751842978	0.9983323042
730	2.747018869	0.9983381462
731	2.744535492	0.9983411495
732	2.736789174	0.9983505004
733	2.734792593	0.9983529062
734	2.732458573	0.9983557165
735	2.726907829	0.9983623901
736	2.724754745	0.9983649751
737	2.724022219	0.9983658541
738	2.718342702	0.9983726613
739	2.714918946	0.998376758
740	2.711961578	0.9983802925
741	2.709694801	0.998382999
742	2.705048599	0.9983885394
743	2.699883522	0.9983946875
744	2.69751351	0.9983975046
745	2.690469903	0.9984058624
746	2.682714708	0.9984150392
747	2.681277193	0.9984167374
748	2.678311786	0.9984202375
749	2.673748025	0.9984256166
750	2.668295974	0.9984320308
751	2.663939997	0.998437146
752	2.660190431	0.9984415424
753	2.65818302	0.9984438936
754	2.654120184	0.9984486467
755	2.650636043	0.9984527171
756	2.647386632	0.9984565084
757	2.645702464	0.9984584716
758	2.643402795	0.9984611502
759	2.640525075	0.9984644989
760	2.637516732	0.9984679957
761	2.635922537	0.9984698471
762	2.633623091	0.9984725156
763	2.629140528	0.9984777109
764	2.627053033	0.9984801273
765	2.624276972	0.9984833378
766	2.62076637	0.9984873928
767	2.614531718	0.9984945811
768	2.608940851	0.9985010125
769	2.602186479	0.998508764
770	2.597738346	0.9985138579
771	2.593980462	0.9985181545
772	2.592106015	0.9985202953
773	2.588827703	0.9985240358
774	2.582618346	0.9985311075
775	2.579819549	0.9985342895
776	2.573824599	0.9985410936
777	2.568080328	0.9985475983
778	2.563900593	0.9985523222
779	2.558906713	0.9985579562
780	2.553236206	0.9985643403
781	2.548815123	0.9985693078
782	2.545407222	0.9985731311
783	2.541993515	0.9985769557
784	2.539727391	0.9985794918
785	2.535765221	0.9985839206
786	2.531620733	0.9985885457
787	2.53001661	0.9985903338
788	2.527007374	0.9985936852
789	2.52298331	0.9985981605
790	2.517483297	0.9986042658
791	2.514866562	0.9986071658
792	2.506895206	0.9986159815
793	2.503038128	0.9986202371
794	2.49930403	0.9986243508
795	2.497206366	0.9986266589
796	2.492927882	0.9986313608
797	2.487169598	0.9986376762
798	2.483727418	0.9986414445
799	2.480999105	0.9986444275
800	2.479432451	0.9986461389
801	2.477349923	0.9986484123
802	2.472026965	0.9986542142
803	2.471335236	0.9986549673
804	2.466939076	0.9986597482
805	2.460649999	0.9986665731
806	2.458554821	0.9986688429
807	2.453893313	0.9986738859
808	2.451540851	0.9986764273
809	2.447055827	0.9986812657
810	2.443764135	0.9986848112
811	2.43875751	0.9986901946
812	2.435428675	0.9986937679
813	2.429230657	0.998700408
814	2.426610604	0.9987032098
815	2.420456268	0.9987097793
816	2.41902726	0.9987113023
817	2.417185935	0.9987132634
818	2.415914681	0.9987146165
819	2.413333669	0.9987173615
820	2.411603585	0.9987191998
821	2.406436632	0.9987246823
822	2.401574177	0.9987298309
823	2.397432442	0.9987342082
824	2.393351027	0.9987385143
825	2.389960609	0.9987420858
826	2.387408775	0.9987447706
827	2.384755093	0.9987475595
828	2.382242678	0.9987501971
829	2.380218617	0.99875232
830	2.377964217	0.9987546823
831	2.375044823	0.9987577381
832	2.373210486	0.9987596563
833	2.370586033	0.9987623981
834	2.369217156	0.9987638269
835	2.368361777	0.9987647194
836	2.36559214	0.9987676069
837	2.362896688	0.9987704137
838	2.360505063	0.9987729015
839	2.359289423	0.9987741651
840	2.358402468	0.9987750866
841	2.356445505	0.9987771186
842	2.349747425	0.9987840607
843	2.347910865	0.9987859607
844	2.34511841	0.9987888468
845	2.343543	0.9987904735
846	2.340718456	0.9987933873
847	2.33722983	0.9987969813
848	2.334939029	0.9987993384
849	2.331860703	0.9988025021
850	2.32877446	0.9988056699
851	2.325055089	0.9988094818
852	2.320719195	0.998813918
853	2.316602304	0.9988181224
854	2.312008038	0.9988228055
855	2.309281078	0.9988255808
856	2.308408268	0.9988264684
857	2.304185712	0.9988307578
858	2.301674099	0.9988333054
859	2.29827699	0.9988367468
860	2.294737318	0.9988403271
861	2.290731767	0.9988443721
862	2.288281964	0.9988468425
863	2.286539639	0.9988485979
864	2.283738894	0.9988514169
865	2.277305448	0.998857879
866	2.272148511	0.9988630458
867	2.266630805	0.9988685611
868	2.2634379	0.9988717465
869	2.259028144	0.9988761384
870	2.252349018	0.9988827743
871	2.250742723	0.9988843673
872	2.247441337	0.9988876377
873	2.246483726	0.9988885854
874	2.241702955	0.9988933108
875	2.233334713	0.9989015579
876	2.231685928	0.9989031792
877	2.227382367	0.9989074053
878	2.225654291	0.9989091
879	2.21979239	0.9989148388
880	2.216557054	0.9989179997
881	2.211391273	0.9989230372
882	2.20585833	0.9989284196
883	2.202294852	0.998931879
884	2.198778038	0.9989352876
885	2.196733613	0.9989372666
886	2.19346326	0.9989404285
887	2.189374198	0.9989443753
888	2.183767265	0.9989497753
889	2.180947488	0.9989524857
890	2.176954486	0.9989563179
891	2.172914288	0.9989601882
892	2.16845788	0.9989644489
893	2.16575807	0.9989670259
894	2.162098068	0.9989705143
895	2.159956015	0.9989725532
896	2.154796217	0.9989774561
897	2.151896444	0.9989802064
898	2.150812297	0.9989812337
899	2.149510377	0.9989824667
900	2.147924262	0.9989839678
901	2.142607667	0.9989889914
902	2.139493043	0.9989919286
903	2.138744158	0.9989926342
904	2.136291298	0.9989949435
905	2.134061843	0.9989970402
906	2.13073046	0.9990001691
907	2.127751275	0.999002963
908	2.124845994	0.9990056839
909	2.124360418	0.9990061383
910	2.122199623	0.9990081591
911	2.120251751	0.999009979
912	2.11831073	0.9990117909
913	2.115677719	0.999014246
914	2.114125942	0.9990156915
915	2.111033339	0.9990185691
916	2.109574533	0.9990199251
917	2.105574901	0.9990236379
918	2.103883985	0.9990252054
919	2.102453071	0.9990265309
920	2.099212428	0.9990295296
921	2.09623034	0.9990322849
922	2.093185166	0.9990350944
923	2.091028413	0.9990370818
924	2.088284346	0.9990396074
925	2.086469067	0.9990412764
926	2.082823223	0.9990446239
927	2.078547056	0.9990485428
928	2.073593835	0.9990530721
929	2.070494677	0.9990559005
930	2.068322867	0.99905788
931	2.066672951	0.9990593825
932	2.064198431	0.9990616337
933	2.059285554	0.999066095
934	2.05549686	0.9990695283
935	2.048998261	0.9990754025
936	2.046608579	0.9990775579
937	2.042370595	0.9990813742
